timestamp,millis,accX,accY,accZ,gyroX,gyroY,gyroZ, loggingValueSpeed, loggingValueSteering
2024-12-20 10:48:12,18829, -0.14, 0.00, 9.41, 0.31, -0.06, -0.06, 4924, 4436
2024-12-20 10:48:12,18832, -0.18, -0.07, 9.25, -0.37, 0.19, 0.06, 4924, 4436
2024-12-20 10:48:12,18865, -0.25, -0.13, 9.35, -0.13, -0.06, 0.06, 4924, 4439
2024-12-20 10:48:12,18870, -0.19, -0.15, 9.45, -0.13, -0.06, 0.06, 4924, 4439
2024-12-20 10:48:12,18872, -0.23, -0.06, 9.49, 0.25, 0.06, 0.19, 4924, 4439
2024-12-20 10:48:12,18877, -0.23, -0.06, 9.49, 0.25, 0.06, 0.19, 4924, 4439
2024-12-20 10:48:12,18882, -0.17, 0.07, 9.46, 0.69, -0.06, 0.00, 4924, 4439
2024-12-20 10:48:12,18969, -0.15, -0.30, 9.43, -0.37, 0.13, 0.00, 4924, 4433
2024-12-20 10:48:12,18972, -0.08, 0.04, 9.34, 0.31, 0.25, -0.13, 4924, 4433
2024-12-20 10:48:12,18976, -0.20, 0.09, 9.43, 0.31, 0.25, -0.13, 4924, 4433
2024-12-20 10:48:12,18982, -0.20, 0.09, 9.43, -0.25, 0.00, 0.13, 4924, 4433
2024-12-20 10:48:12,19005, -0.17, -0.03, 9.50, -0.50, 0.00, 0.06, 4921, 4433
2024-12-20 10:48:12,19010, -0.19, -0.13, 9.41, -0.50, 0.00, 0.06, 4921, 4433
2024-12-20 10:48:12,19012, -0.20, -0.33, 9.44, -0.44, 0.25, -0.19, 4921, 4433
2024-12-20 10:48:12,19019, -0.20, -0.33, 9.44, -0.44, 0.25, -0.19, 4921, 4433
2024-12-20 10:48:12,19023, -0.19, -0.18, 9.38, 0.31, 0.00, 0.00, 4921, 4433
2024-12-20 10:48:12,19027, -0.19, -0.18, 9.38, 0.31, 0.00, 0.00, 4921, 4433
2024-12-20 10:48:12,19032, -0.17, 0.01, 9.32, 0.75, -0.25, 0.06, 4921, 4433
2024-12-20 10:48:12,19060, -0.22, 0.09, 9.43, 0.06, -0.13, 0.19, 4924, 4436
2024-12-20 10:48:12,19063, -0.14, 0.01, 9.40, -0.31, -0.19, 0.06, 4924, 4436
2024-12-20 10:48:12,19069, -0.14, 0.01, 9.40, -0.31, -0.19, 0.06, 4924, 4436
2024-12-20 10:48:12,19073, -0.21, -0.12, 9.44, -0.56, 0.13, -0.19, 4924, 4436
2024-12-20 10:48:12,19077, -0.21, -0.12, 9.44, -0.56, 0.13, -0.19, 4924, 4436
2024-12-20 10:48:12,19082, -0.17, -0.21, 9.42, -0.37, 0.00, -0.31, 4924, 4436
2024-12-20 10:48:12,19129, -0.17, -0.01, 9.43, 0.44, 0.06, 0.00, 4924, 4436
2024-12-20 10:48:12,19132, -0.12, -0.03, 9.40, 0.19, -0.13, -0.06, 4924, 4436
2024-12-20 10:48:12,19163, -0.13, -0.13, 9.41, -0.13, 0.00, 0.00, 4924, 4436
2024-12-20 10:48:12,19169, -0.13, -0.13, 9.41, -0.13, 0.00, 0.00, 4924, 4436
2024-12-20 10:48:12,19173, -0.18, -0.16, 9.43, -0.13, -0.19, 0.00, 4924, 4436
2024-12-20 10:48:12,19177, -0.18, -0.16, 9.43, -0.13, -0.19, 0.00, 4924, 4436
2024-12-20 10:48:12,19183, -0.19, -0.11, 9.42, 0.19, 0.00, -0.19, 4924, 4436
2024-12-20 10:48:12,19233, -0.16, -0.02, 9.42, 0.00, 0.25, 0.06, 4921, 4433
2024-12-20 10:48:12,19301, -0.14, -0.08, 9.39, -0.06, 0.00, 0.00, 4924, 4436
2024-12-20 10:48:12,19304, -0.13, 0.00, 9.39, 0.19, -0.13, 0.00, 4924, 4436
2024-12-20 10:48:12,19310, -0.13, 0.00, 9.39, 0.19, -0.13, 0.00, 4924, 4436
2024-12-20 10:48:12,19313, -0.13, 0.00, 9.39, 0.06, -0.31, -0.13, 4924, 4436
2024-12-20 10:48:12,19320, -0.13, 0.00, 9.39, 0.06, -0.31, -0.13, 4924, 4436
2024-12-20 10:48:12,19323, -0.17, -0.05, 9.47, 0.00, -0.06, 0.13, 4924, 4436
2024-12-20 10:48:12,19329, -0.17, -0.05, 9.47, 0.00, -0.06, 0.13, 4924, 4436
2024-12-20 10:48:12,19333, -0.16, -0.10, 9.43, -0.25, -0.06, 0.06, 4924, 4436
2024-12-20 10:48:12,19373, -0.20, -0.04, 9.41, 0.06, -0.13, 0.00, 4921, 4436
2024-12-20 10:48:12,19377, -0.20, -0.04, 9.41, 0.06, -0.13, 0.00, 4921, 4436
2024-12-20 10:48:12,19383, -0.20, -0.04, 9.41, 0.19, -0.19, 0.06, 4921, 4436
2024-12-20 10:48:12,19426, -0.22, -0.12, 9.42, -0.19, 0.00, 0.00, 4921, 4436
2024-12-20 10:48:12,19432, -0.22, -0.12, 9.42, -0.19, 0.00, 0.00, 4921, 4436
2024-12-20 10:48:12,19459, -0.16, -0.12, 9.43, 0.00, 0.06, 0.00, 4921, 4436
2024-12-20 10:48:12,19462, -0.14, -0.03, 9.38, -0.06, 0.06, -0.06, 4921, 4436
2024-12-20 10:48:12,19468, -0.15, -0.04, 9.39, -0.06, 0.06, -0.06, 4921, 4436
2024-12-20 10:48:12,19472, -0.15, -0.04, 9.39, 0.00, 0.13, -0.06, 4921, 4436
2024-12-20 10:48:12,19476, -0.16, -0.02, 9.40, 0.00, 0.13, -0.06, 4921, 4436
2024-12-20 10:48:12,19482, -0.16, -0.02, 9.40, -0.25, -0.06, 0.13, 4921, 4436
2024-12-20 10:48:12,19531, -0.15, -0.06, 9.40, 0.06, 0.06, 0.06, 4924, 4436
2024-12-20 10:48:12,19533, -0.18, -0.06, 9.39, 0.00, -0.06, -0.06, 4924, 4436
2024-12-20 10:48:12,19566, -0.21, -0.06, 9.40, -0.13, 0.00, 0.00, 4924, 4433
2024-12-20 10:48:12,19572, -0.21, -0.06, 9.40, -0.13, 0.00, 0.00, 4924, 4433
2024-12-20 10:48:12,19575, -0.19, -0.08, 9.41, -0.06, 0.19, -0.13, 4924, 4433
2024-12-20 10:48:12,19582, -0.19, -0.08, 9.41, -0.06, 0.19, -0.13, 4924, 4433
2024-12-20 10:48:12,19585, -0.14, -0.08, 9.40, 0.06, 0.00, -0.06, 4924, 4433
2024-12-20 10:48:12,19621, -0.16, -0.09, 9.39, 0.00, 0.06, -0.06, 4924, 4433
2024-12-20 10:48:12,19624, -0.15, -0.09, 9.40, 0.19, -0.19, 0.06, 4924, 4433
2024-12-20 10:48:12,19628, -0.15, -0.09, 9.40, 0.19, -0.19, 0.06, 4924, 4433
2024-12-20 10:48:12,19633, -0.18, -0.03, 9.41, 0.19, -0.06, -0.06, 4924, 4433
2024-12-20 10:48:12,19672, -0.16, -0.13, 9.40, -0.13, -0.13, 0.13, 4924, 4433
2024-12-20 10:48:12,19675, -0.16, -0.10, 9.43, 0.00, -0.19, -0.06, 4924, 4433
2024-12-20 10:48:12,19682, -0.16, -0.10, 9.43, 0.00, -0.19, -0.06, 4924, 4433
2024-12-20 10:48:12,19685, -0.18, 0.00, 9.43, 0.31, 0.06, -0.06, 4924, 4433
2024-12-20 10:48:12,19707, -0.21, -0.01, 9.39, 0.06, 0.06, 0.13, 4924, 4433
2024-12-20 10:48:12,19712, -0.21, -0.01, 9.39, 0.06, 0.06, 0.13, 4924, 4433
2024-12-20 10:48:12,19715, -0.21, -0.06, 9.40, -0.13, -0.19, 0.06, 4924, 4433
2024-12-20 10:48:12,19722, -0.21, -0.06, 9.40, -0.13, -0.19, 0.06, 4924, 4433
2024-12-20 10:48:12,19725, -0.21, -0.20, 9.43, -0.37, 0.13, -0.13, 4924, 4433
2024-12-20 10:48:13,19732, -0.21, -0.20, 9.43, -0.37, 0.13, -0.13, 4924, 4433
2024-12-20 10:48:13,19735, -0.19, -0.20, 9.43, -0.31, -0.13, -0.06, 4924, 4436
2024-12-20 10:48:13,19761, -0.14, -0.03, 9.38, 0.19, -0.13, -0.06, 4924, 4436
2024-12-20 10:48:13,19764, -0.17, 0.00, 9.43, 0.37, 0.00, -0.06, 4924, 4436
2024-12-20 10:48:13,19770, -0.17, 0.00, 9.43, 0.37, 0.00, -0.06, 4924, 4436
2024-12-20 10:48:13,19773, -0.16, 0.01, 9.43, 0.25, -0.19, 0.00, 4924, 4436
2024-12-20 10:48:13,19778, -0.16, 0.01, 9.43, 0.25, -0.19, 0.00, 4924, 4436
2024-12-20 10:48:13,19783, -0.20, -0.01, 9.40, 0.00, -0.06, 0.13, 4924, 4436
2024-12-20 10:48:13,19828, -0.14, -0.11, 9.39, 0.00, -0.13, -0.13, 4924, 4436
2024-12-20 10:48:13,19833, -0.14, -0.11, 9.39, 0.25, -0.13, 0.00, 4924, 4436
2024-12-20 10:48:13,19863, -0.21, -0.04, 9.41, -0.06, 0.00, 0.06, 4924, 4436
2024-12-20 10:48:13,19869, -0.21, -0.04, 9.41, -0.06, 0.00, 0.06, 4924, 4436
2024-12-20 10:48:13,19873, -0.21, -0.04, 9.41, -0.25, 0.06, 0.06, 4924, 4436
2024-12-20 10:48:13,19877, -0.18, -0.11, 9.39, -0.25, 0.06, 0.06, 4924, 4436
2024-12-20 10:48:13,19883, -0.18, -0.11, 9.39, -0.31, 0.19, -0.13, 4924, 4436
2024-12-20 10:48:13,19916, -0.20, 0.00, 9.42, 0.19, 0.19, -0.06, 4921, 4436
2024-12-20 10:48:13,19922, -0.20, 0.00, 9.42, 0.19, 0.19, -0.06, 4921, 4436
2024-12-20 10:48:13,19925, -0.18, 0.01, 9.39, 0.06, 0.06, 0.19, 4921, 4436
2024-12-20 10:48:13,19932, -0.18, 0.01, 9.39, 0.06, 0.06, 0.19, 4921, 4436
2024-12-20 10:48:13,19935, -0.22, -0.05, 9.43, -0.13, -0.13, 0.00, 4924, 4436
2024-12-20 10:48:13,20001, -0.15, -0.11, 9.43, -0.06, -0.13, 0.06, 4924, 4433
2024-12-20 10:48:13,20004, -0.17, -0.07, 9.42, 0.00, -0.19, 0.00, 4924, 4433
2024-12-20 10:48:13,20010, -0.17, -0.07, 9.42, 0.00, -0.19, 0.00, 4924, 4433
2024-12-20 10:48:13,20014, -0.19, -0.03, 9.42, 0.06, -0.13, -0.13, 4924, 4433
2024-12-20 10:48:13,20020, -0.19, -0.03, 9.42, 0.06, -0.13, -0.13, 4924, 4433
2024-12-20 10:48:13,20024, -0.18, 0.00, 9.39, 0.00, -0.13, 0.06, 4924, 4433
2024-12-20 10:48:13,20028, -0.18, 0.00, 9.39, 0.00, -0.13, 0.06, 4924, 4433
2024-12-20 10:48:13,20034, -0.17, -0.07, 9.41, -0.06, -0.13, 0.00, 4924, 4433
2024-12-20 10:48:13,20056, -0.15, -0.14, 9.39, 0.00, -0.25, -0.06, 4921, 4433
2024-12-20 10:48:13,20062, -0.15, -0.14, 9.39, 0.00, -0.25, -0.06, 4921, 4433
2024-12-20 10:48:13,20065, -0.19, -0.17, 9.40, -0.19, -0.06, 0.06, 4921, 4433
2024-12-20 10:48:13,20072, -0.19, -0.17, 9.40, -0.19, -0.06, 0.06, 4921, 4433
2024-12-20 10:48:13,20075, -0.17, -0.11, 9.41, 0.06, -0.13, 0.00, 4921, 4433
2024-12-20 10:48:13,20081, -0.17, -0.11, 9.41, 0.06, -0.13, 0.00, 4921, 4433
2024-12-20 10:48:13,20085, -0.19, -0.04, 9.44, 0.25, -0.13, -0.13, 4924, 4436
2024-12-20 10:48:13,20126, -0.14, -0.09, 9.40, -0.31, -0.13, 0.00, 4924, 4436
2024-12-20 10:48:13,20133, -0.14, -0.09, 9.40, -0.19, -0.06, 0.13, 4924, 4436
2024-12-20 10:48:13,20159, -0.19, -0.14, 9.42, -0.19, -0.06, 0.13, 4921, 4436
2024-12-20 10:48:13,20163, -0.19, -0.09, 9.39, 0.31, 0.00, -0.06, 4921, 4436
2024-12-20 10:48:13,20167, -0.18, -0.06, 9.41, 0.31, 0.00, -0.06, 4921, 4436
2024-12-20 10:48:13,20173, -0.18, -0.06, 9.41, 0.31, 0.00, -0.06, 4921, 4436
2024-12-20 10:48:13,20176, -0.16, 0.00, 9.42, 0.19, -0.06, 0.00, 4921, 4436
2024-12-20 10:48:13,20183, -0.16, 0.00, 9.42, 0.19, -0.06, 0.00, 4921, 4436
2024-12-20 10:48:13,20229, -0.16, 0.02, 9.43, 0.31, 0.06, -0.06, 4924, 4430
2024-12-20 10:48:13,20233, -0.20, -0.17, 9.38, -0.19, 0.19, 0.06, 4924, 4430
2024-12-20 10:48:13,20281, -0.21, -0.11, 9.44, -0.06, -0.13, 0.00, 4924, 4436
2024-12-20 10:48:13,20284, -0.17, -0.06, 9.42, 0.13, -0.25, 0.06, 4924, 4436
2024-12-20 10:48:13,20320, -0.16, -0.05, 9.41, 0.13, -0.19, 0.06, 4924, 4436
2024-12-20 10:48:13,20324, -0.16, -0.05, 9.41, 0.06, -0.06, 0.00, 4924, 4436
2024-12-20 10:48:13,20327, -0.17, -0.08, 9.40, 0.06, -0.06, 0.00, 4924, 4436
2024-12-20 10:48:13,20333, -0.17, -0.08, 9.40, 0.00, 0.13, 0.00, 4924, 4436
2024-12-20 10:48:13,20373, -0.20, -0.08, 9.40, 0.13, -0.06, 0.00, 4924, 4436
2024-12-20 10:48:13,20375, -0.17, -0.09, 9.40, 0.06, -0.13, 0.00, 4924, 4436
2024-12-20 10:48:13,20381, -0.17, -0.09, 9.40, 0.06, -0.13, 0.00, 4924, 4436
2024-12-20 10:48:13,20385, -0.18, -0.08, 9.42, 0.06, -0.13, 0.06, 4921, 4436
2024-12-20 10:48:13,20424, -0.17, -0.09, 9.40, -0.06, -0.13, 0.00, 4921, 4436
2024-12-20 10:48:13,20428, -0.17, -0.09, 9.40, -0.06, -0.13, 0.00, 4921, 4436
2024-12-20 10:48:13,20434, -0.17, -0.09, 9.40, 0.19, -0.25, -0.06, 4921, 4436
2024-12-20 10:48:13,20460, -0.18, -0.09, 9.41, -0.13, 0.06, -0.13, 4924, 4436
2024-12-20 10:48:13,20464, -0.18, -0.09, 9.41, -0.13, -0.19, -0.06, 4924, 4436
2024-12-20 10:48:13,20468, -0.16, -0.07, 9.43, -0.13, -0.19, -0.06, 4924, 4436
2024-12-20 10:48:13,20474, -0.16, -0.07, 9.43, 0.00, -0.25, -0.06, 4924, 4436
2024-12-20 10:48:13,20477, -0.16, -0.10, 9.42, 0.00, -0.25, -0.06, 4924, 4436
2024-12-20 10:48:13,20483, -0.16, -0.10, 9.42, -0.13, 0.00, 0.00, 4924, 4436
2024-12-20 10:48:13,20528, -0.18, -0.05, 9.40, 0.13, -0.06, 0.19, 4924, 4433
2024-12-20 10:48:13,20533, -0.18, -0.05, 9.40, -0.06, 0.00, -0.06, 4924, 4433
2024-12-20 10:48:13,20582, -0.17, -0.03, 9.41, 0.06, 0.06, -0.19, 4924, 4439
2024-12-20 10:48:13,20585, -0.19, -0.06, 9.39, 0.00, 0.06, 0.00, 4924, 4433
2024-12-20 10:48:13,20616, -0.17, -0.12, 9.40, 0.06, -0.13, -0.06, 4924, 4433
2024-12-20 10:48:13,20623, -0.17, -0.12, 9.40, 0.06, -0.13, -0.06, 4924, 4433
2024-12-20 10:48:13,20626, -0.18, -0.08, 9.44, 0.00, 0.00, 0.00, 4924, 4433
2024-12-20 10:48:13,20633, -0.18, -0.08, 9.44, 0.00, 0.00, 0.00, 4924, 4433
2024-12-20 10:48:13,20684, -0.18, -0.12, 9.42, 0.00, -0.13, -0.13, 4924, 4433
2024-12-20 10:48:13,20721, -0.14, -0.08, 9.42, 0.13, 0.06, 0.00, 4924, 4433
2024-12-20 10:48:13,20724, -0.17, -0.08, 9.38, 0.00, -0.06, 0.06, 4924, 4433
2024-12-20 10:48:14,20728, -0.21, -0.06, 9.42, 0.00, -0.06, 0.06, 4924, 4433
2024-12-20 10:48:14,20734, -0.21, -0.06, 9.42, -0.06, -0.06, 0.13, 4924, 4433
2024-12-20 10:48:14,20756, -0.19, -0.05, 9.41, -0.13, -0.06, -0.13, 4924, 4482
2024-12-20 10:48:14,20762, -0.19, -0.05, 9.41, -0.13, -0.06, -0.13, 4924, 4482
2024-12-20 10:48:14,20765, -0.18, -0.12, 9.40, -0.19, -0.06, 0.06, 4924, 4482
2024-12-20 10:48:14,20772, -0.18, -0.12, 9.40, -0.19, -0.06, 0.06, 4924, 4482
2024-12-20 10:48:14,20775, -0.18, -0.09, 9.42, -0.13, -0.13, 0.06, 4924, 4482
2024-12-20 10:48:14,20780, -0.18, -0.09, 9.42, -0.13, -0.13, 0.06, 4924, 4482
2024-12-20 10:48:14,20785, -0.20, -0.08, 9.39, 0.06, 0.00, 0.00, 4924, 4911
2024-12-20 10:48:14,20826, -0.20, -0.12, 9.41, -0.13, 0.06, -0.06, 4924, 4911
2024-12-20 10:48:14,20833, -0.20, -0.12, 9.41, -0.13, 0.06, -0.06, 4924, 4911
2024-12-20 10:48:14,20859, -0.15, -0.09, 9.43, -0.06, 0.19, -0.13, 4921, 5160
2024-12-20 10:48:14,20863, -0.16, -0.07, 9.41, 0.25, -0.13, 0.00, 4921, 5160
2024-12-20 10:48:14,20866, -0.16, -0.07, 9.40, 0.19, 0.06, 0.00, 4921, 5160
2024-12-20 10:48:14,20873, -0.16, -0.07, 9.40, 0.19, 0.06, 0.00, 4921, 5160
2024-12-20 10:48:14,20876, -0.24, -0.06, 9.47, -0.06, 0.19, 0.06, 4921, 5160
2024-12-20 10:48:14,20882, -0.24, -0.06, 9.47, -0.06, 0.19, 0.06, 4921, 5160
2024-12-20 10:48:14,20912, -0.31, 0.15, 9.50, 0.25, 0.00, 0.37, 4924, 5157
2024-12-20 10:48:14,20915, -0.42, 0.25, 9.50, 9.31, -0.25, 8.56, 4924, 5157
2024-12-20 10:48:14,20920, -0.54, 1.22, 9.71, 9.31, -0.25, 8.56, 4924, 5157
2024-12-20 10:48:14,20924, -0.54, 1.22, 9.71, 3.81, 0.94, 14.38, 4924, 5157
2024-12-20 10:48:14,20928, -0.04, 0.65, 9.40, 3.81, 0.94, 14.38, 4924, 5157
2024-12-20 10:48:14,20934, -0.04, 0.65, 9.40, 3.81, 0.94, 14.38, 4924, 5157
2024-12-20 10:48:14,20984, -0.38, 0.20, 9.55, 0.88, 0.94, 0.88, 4924, 5157
2024-12-20 10:48:14,21020, 0.04, -0.48, 9.16, -2.69, 0.88, 3.94, 4924, 5160
2024-12-20 10:48:14,21024, 0.04, -0.48, 9.16, -1.69, -0.62, -2.56, 4924, 5160
2024-12-20 10:48:14,21028, 0.22, -0.48, 9.26, -1.69, -0.62, -2.56, 4924, 5160
2024-12-20 10:48:14,21033, 0.22, -0.48, 9.26, -1.69, -0.62, -2.56, 4924, 5160
2024-12-20 10:48:14,21054, -0.65, -0.30, 9.84, 2.19, -1.44, 3.87, 4921, 5160
2024-12-20 10:48:14,21060, -0.17, 0.15, 9.50, 2.19, -1.44, 3.87, 4921, 5160
2024-12-20 10:48:14,21064, -0.17, 0.15, 9.50, 1.00, -1.19, 1.87, 4921, 5160
2024-12-20 10:48:14,21070, 0.22, 0.41, 9.22, 1.00, -1.19, 1.87, 4921, 5160
2024-12-20 10:48:14,21074, 0.22, 0.41, 9.22, -0.13, 1.69, -1.25, 4921, 5160
2024-12-20 10:48:14,21078, 0.07, 0.24, 9.12, -0.13, 1.69, -1.25, 4921, 5160
2024-12-20 10:48:14,21084, 0.07, 0.24, 9.12, -0.13, 1.69, -1.25, 4921, 5160
2024-12-20 10:48:14,21125, 0.00, -0.48, 9.48, -0.37, 0.06, 0.06, 4924, 5052
2024-12-20 10:48:14,21128, 0.00, -0.51, 9.43, -0.37, 0.06, 0.06, 4924, 5052
2024-12-20 10:48:14,21134, 0.00, -0.51, 9.43, -0.37, 0.06, 0.06, 4924, 5052
2024-12-20 10:48:14,21160, -0.35, 0.16, 9.42, 1.31, 0.44, 0.13, 4921, 4711
2024-12-20 10:48:14,21164, -0.35, 0.16, 9.42, 0.75, -0.44, 0.69, 4921, 4711
2024-12-20 10:48:14,21170, -0.24, 0.27, 9.40, 0.75, -0.44, 0.69, 4921, 4711
2024-12-20 10:48:14,21175, -0.24, 0.27, 9.40, -0.13, -0.19, 0.31, 4921, 4711
2024-12-20 10:48:14,21178, -0.11, 0.28, 9.45, -0.13, -0.19, 0.31, 4921, 4711
2024-12-20 10:48:14,21184, -0.11, 0.28, 9.45, -0.56, 0.19, -0.81, 4921, 4711
2024-12-20 10:48:14,21213, -0.38, -0.29, 9.63, -2.75, -0.75, -1.94, 4924, 4374
2024-12-20 10:48:14,21215, 0.39, -0.46, 9.14, -3.69, -0.81, -0.75, 4924, 4374
2024-12-20 10:48:14,21222, 0.39, -0.46, 9.14, -3.69, -0.81, -0.75, 4924, 4374
2024-12-20 10:48:14,21225, -0.02, -0.79, 9.38, -2.56, 0.88, -3.25, 4924, 4374
2024-12-20 10:48:14,21230, -0.02, -0.79, 9.38, -2.56, 0.88, -3.25, 4924, 4374
2024-12-20 10:48:14,21235, -0.29, -0.72, 9.47, -0.88, 3.00, -7.50, 4924, 4171
2024-12-20 10:48:14,21281, -0.12, -0.29, 9.28, -5.19, -2.06, 1.12, 4924, 4171
2024-12-20 10:48:14,21314, 0.74, 0.04, 8.71, -5.31, 2.25, -8.19, 4924, 4053
2024-12-20 10:48:14,21316, 0.21, 1.52, 9.50, 3.87, -4.56, 5.25, 4924, 4053
2024-12-20 10:48:14,21323, 0.21, 1.52, 9.50, 3.87, -4.56, 5.25, 4924, 4053
2024-12-20 10:48:14,21326, 0.47, 0.31, 9.47, -6.50, -1.75, 8.31, 4924, 4053
2024-12-20 10:48:14,21331, 0.47, 0.31, 9.47, -6.50, -1.75, 8.31, 4924, 4053
2024-12-20 10:48:14,21384, -0.35, -0.63, 9.50, -7.69, 3.19, 1.94, 4921, 3820
2024-12-20 10:48:14,21421, -0.50, -1.34, 9.42, -3.94, -0.37, 1.06, 4924, 3702
2024-12-20 10:48:14,21425, 0.06, -0.67, 9.22, -2.19, 1.25, 0.37, 4924, 3702
2024-12-20 10:48:14,21427, -0.59, -0.28, 9.44, -2.19, 1.25, 0.37, 4924, 3702
2024-12-20 10:48:14,21432, -0.59, -0.28, 9.44, -2.19, 1.25, 0.37, 4924, 3702
2024-12-20 10:48:14,21456, 0.45, -0.24, 9.45, 0.81, -3.19, -8.44, 4924, 3702
2024-12-20 10:48:14,21462, 0.45, -0.24, 9.45, 0.81, -3.19, -8.44, 4924, 3702
2024-12-20 10:48:14,21466, -0.09, 0.03, 9.32, 0.13, -1.37, -2.94, 4924, 3702
2024-12-20 10:48:14,21472, -0.09, 0.03, 9.32, 0.13, -1.37, -2.94, 4924, 3702
2024-12-20 10:48:14,21476, -0.01, 0.15, 9.53, 0.31, 1.69, 1.94, 4924, 3702
2024-12-20 10:48:14,21480, -0.01, 0.15, 9.53, 0.31, 1.69, 1.94, 4924, 3702
2024-12-20 10:48:14,21524, -0.29, 0.29, 9.41, 0.19, 1.56, 1.00, 4924, 3702
2024-12-20 10:48:14,21526, -0.19, -0.21, 9.49, -0.44, 0.56, 1.00, 4924, 3702
2024-12-20 10:48:14,21530, -0.19, -0.21, 9.49, -0.44, 0.56, 1.00, 4924, 3702
2024-12-20 10:48:14,21576, -0.22, -0.20, 9.31, -0.19, 0.19, 1.06, 4921, 3702
2024-12-20 10:48:14,21579, -0.04, -0.05, 9.39, 0.13, 0.19, 0.31, 4921, 3702
2024-12-20 10:48:14,21585, -0.04, -0.05, 9.39, 0.13, 0.31, 0.37, 4921, 3702
2024-12-20 10:48:14,21615, -0.22, 0.01, 9.41, -0.25, 0.19, -0.44, 4921, 3869
2024-12-20 10:48:14,21617, -0.26, -0.13, 9.39, -0.62, 0.00, -0.25, 4921, 3869
2024-12-20 10:48:14,21624, -0.26, -0.13, 9.39, -0.62, 0.00, -0.25, 4921, 3869
2024-12-20 10:48:14,21627, -0.24, -0.23, 9.42, -0.44, 0.13, 0.00, 4921, 3869
2024-12-20 10:48:14,21634, -0.24, -0.23, 9.42, -0.44, 0.13, 0.00, 4921, 3869
2024-12-20 10:48:14,21685, -0.08, -0.08, 9.40, 1.00, -0.25, -0.25, 4924, 4433
2024-12-20 10:48:14,21719, -0.43, -0.22, 9.50, 0.06, 0.25, 0.44, 4921, 4433
2024-12-20 10:48:14,21725, -0.43, -0.22, 9.50, 0.06, 0.25, 0.44, 4921, 4433
2024-12-20 10:48:14,21728, -0.20, -0.09, 9.44, 1.00, -0.50, 0.13, 4921, 4433
2024-12-20 10:48:15,21733, -0.20, -0.09, 9.44, 1.00, -0.50, 0.13, 4921, 4433
2024-12-20 10:48:15,21755, 0.75, -0.33, 8.92, 6.94, -2.06, 4.06, 4924, 4433
2024-12-20 10:48:15,21759, 0.10, 1.24, 9.42, 12.25, 3.19, 12.94, 4924, 4433
2024-12-20 10:48:15,21765, 0.10, 1.24, 9.42, 12.25, 3.19, 12.94, 4924, 4433
2024-12-20 10:48:15,21769, -0.89, 2.28, 9.59, 0.88, 4.81, 15.00, 4924, 4433
2024-12-20 10:48:15,21775, -0.89, 2.28, 9.59, 0.88, 4.81, 15.00, 4924, 4433
2024-12-20 10:48:15,21778, -0.72, -1.02, 9.37, -14.56, 1.19, -1.19, 4924, 4433
2024-12-20 10:48:15,21783, -0.72, -1.02, 9.37, -14.56, 1.19, -1.19, 4924, 4433
2024-12-20 10:48:15,21825, -0.56, -1.01, 9.40, -6.56, 1.31, 6.44, 4921, 4433
2024-12-20 10:48:15,21828, -0.25, 0.04, 9.22, 1.44, -0.19, 5.06, 4921, 4433
2024-12-20 10:48:15,21833, -0.25, 0.04, 9.22, 1.44, -0.19, 5.06, 4921, 4433
2024-12-20 10:48:15,21876, -0.07, -0.53, 9.28, -3.44, 0.25, 2.94, 4924, 4433
2024-12-20 10:48:15,21880, -0.07, -0.53, 9.28, -3.44, 0.25, 2.94, 4924, 4433
2024-12-20 10:48:15,21909, -0.07, -0.53, 9.28, -0.88, 0.62, -0.37, 4921, 4433
2024-12-20 10:48:15,21914, -0.13, 0.05, 9.44, 0.94, -0.44, -1.44, 4921, 4433
2024-12-20 10:48:15,21916, -0.09, -0.03, 9.39, -0.25, -0.25, 1.37, 4921, 4433
2024-12-20 10:48:15,21923, -0.09, -0.03, 9.39, -0.25, -0.25, 1.37, 4921, 4433
2024-12-20 10:48:15,21926, -0.11, 0.00, 9.41, -0.19, 0.13, 1.94, 4921, 4433
2024-12-20 10:48:15,21932, -0.11, 0.00, 9.41, -0.19, 0.13, 1.94, 4921, 4433
2024-12-20 10:48:15,21979, -0.22, -0.06, 9.46, 0.00, 0.19, -0.06, 4924, 4436
2024-12-20 10:48:15,21982, -0.15, -0.45, 9.34, -0.88, 0.31, 0.69, 4924, 4436
2024-12-20 10:48:15,22014, -0.13, -0.16, 9.39, 0.81, -0.13, -0.13, 4924, 4433
2024-12-20 10:48:15,22017, -0.15, 0.06, 9.40, -0.06, -0.06, 0.69, 4924, 4433
2024-12-20 10:48:15,22023, -0.15, 0.06, 9.40, -0.06, -0.06, 0.69, 4924, 4433
2024-12-20 10:48:15,22026, -0.11, -0.11, 9.37, -0.56, 0.00, 0.25, 4924, 4433
2024-12-20 10:48:15,22031, -0.11, -0.11, 9.37, -0.56, 0.00, 0.25, 4924, 4433
2024-12-20 10:48:15,22066, -0.18, -0.16, 9.40, -0.19, 0.19, -0.56, 4924, 4433
2024-12-20 10:48:15,22070, -0.18, -0.14, 9.39, -0.13, -0.31, 0.44, 4924, 4433
2024-12-20 10:48:15,22075, -0.18, -0.14, 9.39, -0.13, -0.31, 0.44, 4924, 4433
2024-12-20 10:48:15,22078, -0.15, -0.15, 9.39, 0.13, 0.06, -0.19, 4924, 4433
