t,xA,yA,xB,yB
9.626775E0,6.476417E-2,7.549360E-2,5.657693E-2,3.285103E-3
9.643459E0,6.482257E-2,7.546392E-2,5.644963E-2,3.244886E-3
9.660143E0,6.509680E-2,7.520464E-2,5.611988E-2,3.034830E-3
9.676827E0,6.513366E-2,7.515271E-2,5.602612E-2,2.997385E-3
9.693512E0,6.514520E-2,7.515585E-2,5.607262E-2,2.987576E-3
9.710196E0,6.513140E-2,7.515577E-2,5.608107E-2,2.985937E-3
9.726880E0,6.511851E-2,7.515421E-2,5.607130E-2,2.985687E-3
9.743564E0,6.510343E-2,7.514682E-2,5.606792E-2,2.985070E-3
9.760248E0,6.511038E-2,7.515426E-2,5.607607E-2,2.980145E-3
9.776932E0,6.513136E-2,7.514917E-2,5.601112E-2,2.992923E-3
9.793617E0,6.552041E-2,7.477764E-2,5.556297E-2,2.741641E-3
9.810301E0,6.579226E-2,7.460084E-2,5.523370E-2,2.562535E-3
9.826985E0,6.576654E-2,7.460962E-2,5.523827E-2,2.540370E-3
9.843669E0,6.576317E-2,7.461893E-2,5.523845E-2,2.522987E-3
9.860353E0,6.578431E-2,7.464134E-2,5.526180E-2,2.520175E-3
9.877038E0,6.576800E-2,7.463951E-2,5.525814E-2,2.506628E-3
9.893722E0,6.576547E-2,7.464206E-2,5.525816E-2,2.506333E-3
9.910406E0,6.576631E-2,7.464388E-2,5.525916E-2,2.501751E-3
9.927090E0,6.576326E-2,7.464236E-2,5.525929E-2,2.498515E-3
9.943774E0,6.576252E-2,7.464342E-2,5.525931E-2,2.496139E-3
9.960458E0,6.577021E-2,7.456677E-2,5.520079E-2,2.445290E-3
9.977143E0,6.583830E-2,7.449832E-2,5.512027E-2,2.453757E-3
9.993827E0,6.588178E-2,7.449789E-2,5.511230E-2,2.460366E-3
1.001051E1,6.589885E-2,7.447586E-2,5.511432E-2,2.444289E-3
1.002720E1,6.592006E-2,7.448489E-2,5.511153E-2,2.453848E-3
1.004388E1,6.591627E-2,7.447870E-2,5.510830E-2,2.459958E-3
1.006056E1,6.591721E-2,7.447757E-2,5.510526E-2,2.461434E-3
1.007725E1,6.591854E-2,7.447823E-2,5.508657E-2,2.469738E-3
1.009393E1,6.613096E-2,7.434805E-2,5.487656E-2,2.375814E-3
1.011062E1,6.623673E-2,7.422139E-2,5.474350E-2,2.298019E-3
1.012730E1,6.624613E-2,7.419761E-2,5.475291E-2,2.303820E-3
1.014398E1,6.624077E-2,7.417337E-2,5.475661E-2,2.301756E-3
1.016067E1,6.624657E-2,7.417714E-2,5.475502E-2,2.307622E-3
1.017735E1,6.624515E-2,7.415845E-2,5.473573E-2,2.307015E-3
1.019404E1,6.641703E-2,7.399196E-2,5.451528E-2,2.213590E-3
1.021072E1,6.655038E-2,7.385390E-2,5.438820E-2,2.123865E-3
1.022741E1,6.657000E-2,7.385590E-2,5.440154E-2,2.132253E-3
1.024409E1,6.657692E-2,7.384367E-2,5.440404E-2,2.136820E-3
1.026077E1,6.658483E-2,7.385577E-2,5.440654E-2,2.161705E-3
1.027746E1,6.657886E-2,7.382966E-2,5.440673E-2,2.154161E-3
1.029414E1,6.658581E-2,7.382518E-2,5.442085E-2,2.150280E-3
1.031083E1,6.658986E-2,7.382328E-2,5.441593E-2,2.153693E-3
1.032751E1,6.659359E-2,7.382094E-2,5.437216E-2,2.166051E-3
1.034419E1,6.670975E-2,7.369712E-2,5.431689E-2,2.092668E-3
1.036088E1,6.694876E-2,7.350666E-2,5.396414E-2,1.989334E-3
1.037756E1,6.694004E-2,7.347630E-2,5.393930E-2,1.968621E-3
1.039425E1,6.696672E-2,7.347448E-2,5.394514E-2,1.966288E-3
1.041093E1,6.693439E-2,7.346958E-2,5.393915E-2,1.967431E-3
1.042762E1,6.694490E-2,7.346708E-2,5.394844E-2,1.941693E-3
1.044430E1,6.694910E-2,7.347998E-2,5.393778E-2,1.962190E-3
1.046098E1,6.695345E-2,7.348768E-2,5.394262E-2,1.969489E-3
1.047767E1,6.694531E-2,7.348514E-2,5.393915E-2,1.971203E-3
1.049435E1,6.697444E-2,7.345945E-2,5.389804E-2,1.960386E-3
1.051104E1,6.705328E-2,7.335377E-2,5.380380E-2,1.926133E-3
1.052772E1,6.707039E-2,7.334559E-2,5.381397E-2,1.927431E-3
1.054440E1,6.707611E-2,7.334184E-2,5.378589E-2,1.951266E-3
1.056109E1,6.708729E-2,7.333238E-2,5.378283E-2,1.946706E-3
1.057777E1,6.710497E-2,7.331864E-2,5.374442E-2,1.939294E-3
1.059446E1,6.712193E-2,7.329802E-2,5.369839E-2,1.947283E-3
1.061114E1,6.712279E-2,7.329193E-2,5.372210E-2,1.924236E-3
1.062783E1,6.711158E-2,7.327895E-2,5.362509E-2,1.909755E-3
1.064451E1,6.720430E-2,7.317967E-2,5.358775E-2,1.822141E-3
1.066119E1,6.724854E-2,7.315845E-2,5.351917E-2,1.820788E-3
1.067788E1,6.725196E-2,7.315380E-2,5.354475E-2,1.816700E-3
1.069456E1,6.727865E-2,7.314383E-2,5.349546E-2,1.780982E-3
1.071125E1,6.727818E-2,7.312596E-2,5.346832E-2,1.771777E-3
1.072793E1,6.728396E-2,7.313871E-2,5.345793E-2,1.778221E-3
1.074462E1,6.726864E-2,7.312282E-2,5.344634E-2,1.781603E-3
1.076130E1,6.726264E-2,7.312974E-2,5.343864E-2,1.785237E-3
1.077798E1,6.726478E-2,7.312899E-2,5.342668E-2,1.787827E-3
1.079467E1,6.744887E-2,7.298437E-2,5.315415E-2,1.688487E-3
1.081135E1,6.762302E-2,7.282296E-2,5.296326E-2,1.580601E-3
1.082804E1,6.761370E-2,7.282060E-2,5.294705E-2,1.574128E-3
1.084472E1,6.760787E-2,7.281777E-2,5.293954E-2,1.553921E-3
1.086140E1,6.760115E-2,7.281060E-2,5.293650E-2,1.536015E-3
1.087809E1,6.774292E-2,7.268691E-2,5.277983E-2,1.455818E-3
1.089477E1,6.779026E-2,7.262329E-2,5.267224E-2,1.419072E-3
1.091146E1,6.776578E-2,7.261949E-2,5.264534E-2,1.432194E-3
1.092814E1,6.778011E-2,7.263569E-2,5.264264E-2,1.439880E-3
1.094483E1,6.779069E-2,7.263557E-2,5.263104E-2,1.443073E-3
1.096151E1,6.779668E-2,7.262243E-2,5.259565E-2,1.443934E-3
1.097819E1,6.779279E-2,7.261569E-2,5.258721E-2,1.439984E-3
1.099488E1,6.778313E-2,7.262549E-2,5.258975E-2,1.458311E-3
1.101156E1,6.777563E-2,7.263136E-2,5.258500E-2,1.460672E-3
1.102825E1,6.777016E-2,7.263342E-2,5.258432E-2,1.470870E-3
1.104493E1,6.777255E-2,7.263269E-2,5.255889E-2,1.473002E-3
1.106161E1,6.789350E-2,7.252462E-2,5.242296E-2,1.450628E-3
1.107830E1,6.795534E-2,7.244306E-2,5.232959E-2,1.342951E-3
1.109498E1,6.793756E-2,7.244882E-2,5.230496E-2,1.350793E-3
1.111167E1,6.796525E-2,7.250741E-2,5.229312E-2,1.338501E-3
1.112835E1,6.795254E-2,7.249888E-2,5.229424E-2,1.339869E-3
1.114504E1,6.793953E-2,7.249300E-2,5.228551E-2,1.333469E-3
1.116172E1,6.793028E-2,7.248966E-2,5.227564E-2,1.329845E-3
1.117840E1,6.794227E-2,7.247776E-2,5.225101E-2,1.329599E-3
1.119509E1,6.828099E-2,7.213307E-2,5.176613E-2,1.160123E-3
1.121177E1,6.855256E-2,7.185615E-2,5.141407E-2,1.026918E-3
1.122846E1,6.856561E-2,7.184658E-2,5.142110E-2,1.013636E-3
1.124514E1,6.857204E-2,7.183499E-2,5.142295E-2,1.003122E-3
1.126182E1,6.858133E-2,7.184242E-2,5.144626E-2,1.015678E-3
1.127851E1,6.858321E-2,7.183976E-2,5.143944E-2,1.025918E-3
1.129519E1,6.859020E-2,7.180985E-2,5.146249E-2,9.896157E-4
1.131188E1,6.858715E-2,7.182680E-2,5.145644E-2,9.944584E-4
1.132856E1,6.859122E-2,7.182701E-2,5.144546E-2,1.009664E-3
1.134525E1,6.859178E-2,7.182367E-2,5.144792E-2,9.976189E-4
1.136193E1,6.858945E-2,7.182029E-2,5.144409E-2,9.955763E-4
1.137861E1,6.858697E-2,7.181367E-2,5.142838E-2,9.925718E-4
1.139530E1,6.870252E-2,7.169992E-2,5.130844E-2,9.402016E-4
1.141198E1,6.874876E-2,7.163228E-2,5.121751E-2,9.386970E-4
1.142867E1,6.874872E-2,7.163716E-2,5.122845E-2,9.494468E-4
1.144535E1,6.874307E-2,7.163330E-2,5.123984E-2,9.463372E-4
1.146204E1,6.874945E-2,7.163718E-2,5.124230E-2,9.659953E-4
1.147872E1,6.876861E-2,7.159652E-2,5.116925E-2,9.396735E-4
1.149540E1,6.908216E-2,7.128764E-2,5.072809E-2,8.254862E-4
1.151209E1,6.922398E-2,7.116188E-2,5.058330E-2,7.866028E-4
1.152877E1,6.923173E-2,7.115754E-2,5.058922E-2,7.911262E-4
1.154546E1,6.923757E-2,7.114431E-2,5.059676E-2,7.890054E-4
1.156214E1,6.924085E-2,7.114156E-2,5.059496E-2,7.878345E-4
1.157882E1,6.923384E-2,7.112761E-2,5.057418E-2,7.916711E-4
1.159551E1,6.925709E-2,7.113379E-2,5.059102E-2,7.945070E-4
1.161219E1,6.923941E-2,7.112583E-2,5.057570E-2,7.909902E-4
1.162888E1,6.924755E-2,7.113473E-2,5.058606E-2,7.922243E-4
1.164556E1,6.935452E-2,7.101167E-2,5.045339E-2,7.503892E-4
1.166225E1,6.953598E-2,7.077762E-2,5.011974E-2,6.516064E-4
1.167893E1,6.958132E-2,7.077847E-2,5.009726E-2,6.339136E-4
1.169561E1,6.958051E-2,7.078866E-2,5.007646E-2,6.401547E-4
1.171230E1,6.958138E-2,7.079590E-2,5.008315E-2,6.408011E-4
1.172898E1,6.959096E-2,7.080321E-2,5.010398E-2,6.380177E-4
1.174567E1,6.958964E-2,7.080191E-2,5.010222E-2,6.390935E-4
1.176235E1,6.959007E-2,7.081376E-2,5.010380E-2,6.398134E-4
1.177903E1,6.959259E-2,7.081511E-2,5.010362E-2,6.400835E-4
1.179572E1,6.960752E-2,7.081704E-2,5.010011E-2,6.467904E-4
1.181240E1,6.960076E-2,7.080192E-2,5.002083E-2,6.536784E-4
1.182909E1,6.968180E-2,7.070218E-2,5.003407E-2,6.376932E-4
1.184577E1,6.968356E-2,7.065940E-2,4.998686E-2,6.089935E-4
1.186246E1,6.972057E-2,7.064437E-2,4.997014E-2,6.108890E-4
1.187914E1,6.973077E-2,7.062301E-2,4.991125E-2,6.001534E-4
1.189582E1,6.974753E-2,7.060784E-2,4.988423E-2,5.926905E-4
1.191251E1,6.974206E-2,7.061113E-2,4.990018E-2,6.031288E-4
1.192919E1,6.977006E-2,7.063795E-2,4.992883E-2,6.086125E-4
1.194588E1,6.977911E-2,7.061995E-2,4.983790E-2,5.996732E-4
1.196256E1,6.990764E-2,7.047441E-2,4.963073E-2,5.384219E-4
1.197924E1,6.992356E-2,7.048229E-2,4.962240E-2,5.104563E-4
1.199593E1,6.992249E-2,7.048198E-2,4.961570E-2,5.087978E-4
1.201261E1,6.991106E-2,7.048438E-2,4.960326E-2,5.219347E-4
1.202930E1,6.993403E-2,7.047559E-2,4.953942E-2,5.158354E-4
1.204598E1,7.001292E-2,7.034741E-2,4.947619E-2,4.715221E-4
1.206267E1,7.005420E-2,7.034441E-2,4.946737E-2,4.673722E-4
1.207935E1,7.005668E-2,7.027273E-2,4.935618E-2,4.497263E-4
1.209603E1,7.017732E-2,7.017864E-2,4.928177E-2,4.153953E-4
1.211272E1,7.022845E-2,7.014843E-2,4.921114E-2,3.818388E-4
1.212940E1,7.023837E-2,7.014930E-2,4.923916E-2,3.587027E-4
1.214609E1,7.023392E-2,7.014869E-2,4.924242E-2,3.523551E-4
1.216277E1,7.038606E-2,6.995868E-2,4.902463E-2,2.727513E-4
1.217946E1,7.065675E-2,6.958238E-2,4.856614E-2,1.373117E-4
1.219614E1,7.068895E-2,6.960547E-2,4.858494E-2,1.421698E-4
1.221282E1,7.070168E-2,6.959560E-2,4.857669E-2,1.408814E-4
1.222951E1,7.071366E-2,6.961054E-2,4.858309E-2,1.406739E-4
1.224619E1,7.072614E-2,6.963420E-2,4.861153E-2,1.399052E-4
1.226288E1,7.072001E-2,6.960418E-2,4.860191E-2,1.133899E-4
1.227956E1,7.073252E-2,6.962994E-2,4.859785E-2,1.420542E-4
1.229624E1,7.074079E-2,6.963946E-2,4.861212E-2,1.460227E-4
1.231293E1,7.074783E-2,6.964183E-2,4.862576E-2,1.399013E-4
1.232961E1,7.074512E-2,6.964079E-2,4.862175E-2,1.399785E-4
1.234630E1,7.074527E-2,6.964428E-2,4.859642E-2,1.375561E-4
1.236298E1,7.076616E-2,6.962555E-2,4.853334E-2,1.338489E-4
1.237967E1,7.087488E-2,6.950003E-2,4.846457E-2,1.131265E-4
1.239635E1,7.097697E-2,6.938742E-2,4.827004E-2,5.071354E-5
1.241303E1,7.095806E-2,6.936840E-2,4.824044E-2,1.593236E-5
1.242972E1,7.096747E-2,6.934180E-2,4.825286E-2,8.110289E-6
1.244640E1,7.096195E-2,6.933580E-2,4.823170E-2,3.460834E-5
1.246309E1,7.096423E-2,6.932041E-2,4.822215E-2,1.677653E-5
1.247977E1,7.105138E-2,6.921184E-2,4.815732E-2,-5.668640E-6
1.249645E1,7.120871E-2,6.900021E-2,4.788639E-2,-3.972185E-5
1.251314E1,7.127753E-2,6.893737E-2,4.777312E-2,-6.786404E-5
1.252982E1,7.127241E-2,6.895182E-2,4.776649E-2,-2.564393E-5
1.254651E1,7.125739E-2,6.895552E-2,4.775488E-2,-3.500487E-5
1.256319E1,7.130030E-2,6.889535E-2,4.767145E-2,-1.543778E-5
1.257988E1,7.154272E-2,6.856842E-2,4.735292E-2,-9.906554E-5
1.259656E1,7.154837E-2,6.853003E-2,4.736601E-2,-1.136052E-4
1.261324E1,7.156892E-2,6.851658E-2,4.738452E-2,-1.290705E-4
1.262993E1,7.157079E-2,6.850551E-2,4.738454E-2,-1.153670E-4
1.264661E1,7.155772E-2,6.849734E-2,4.737559E-2,-1.262789E-4
1.266330E1,7.160485E-2,6.843695E-2,4.730476E-2,-1.947240E-4
1.267998E1,7.170195E-2,6.834418E-2,4.721895E-2,-1.797081E-4
1.269666E1,7.175859E-2,6.825469E-2,4.709868E-2,-2.180153E-4
1.271335E1,7.183960E-2,6.813823E-2,4.700631E-2,-2.070118E-4
1.273003E1,7.193794E-2,6.806317E-2,4.688381E-2,-2.072614E-4
1.274672E1,7.204713E-2,6.790189E-2,4.675783E-2,-2.385120E-4
1.276340E1,7.204186E-2,6.784159E-2,4.675224E-2,-2.282617E-4
1.278009E1,7.207603E-2,6.780626E-2,4.668170E-2,-2.095687E-4
1.279677E1,7.222078E-2,6.758521E-2,4.640602E-2,-2.783684E-4
1.281345E1,7.222389E-2,6.759559E-2,4.639759E-2,-2.968584E-4
1.283014E1,7.222740E-2,6.760865E-2,4.639622E-2,-3.108558E-4
1.284682E1,7.225078E-2,6.761151E-2,4.640209E-2,-3.180525E-4
1.286351E1,7.224247E-2,6.762405E-2,4.639915E-2,-3.228938E-4
1.288019E1,7.225102E-2,6.763524E-2,4.640151E-2,-3.231301E-4
1.289688E1,7.223189E-2,6.763820E-2,4.638147E-2,-3.191572E-4
1.291356E1,7.223738E-2,6.763319E-2,4.638627E-2,-3.188257E-4
1.293024E1,7.237401E-2,6.747346E-2,4.621340E-2,-3.510456E-4
1.294693E1,7.241284E-2,6.741723E-2,4.613509E-2,-3.715866E-4
1.296361E1,7.240654E-2,6.743129E-2,4.611287E-2,-3.621148E-4
1.298030E1,7.239776E-2,6.743565E-2,4.610468E-2,-3.551985E-4
1.299698E1,7.240498E-2,6.745995E-2,4.609434E-2,-3.489799E-4
1.301366E1,7.241415E-2,6.747594E-2,4.608845E-2,-3.534120E-4
1.303035E1,7.241353E-2,6.745700E-2,4.608151E-2,-3.482420E-4
1.304703E1,7.241471E-2,6.747378E-2,4.608238E-2,-3.456180E-4
1.306372E1,7.241144E-2,6.747945E-2,4.606288E-2,-3.403125E-4
1.308040E1,7.240302E-2,6.746242E-2,4.604796E-2,-3.337715E-4
1.309709E1,7.253338E-2,6.724860E-2,4.584519E-2,-3.546118E-4
1.311377E1,7.256710E-2,6.725664E-2,4.579141E-2,-3.754887E-4
1.313045E1,7.256165E-2,6.726217E-2,4.577769E-2,-3.672836E-4
1.314714E1,7.256777E-2,6.728244E-2,4.576762E-2,-3.620978E-4
1.316382E1,7.257383E-2,6.729601E-2,4.575334E-2,-3.646345E-4
1.318051E1,7.258729E-2,6.728369E-2,4.569425E-2,-3.587956E-4
1.319719E1,7.267729E-2,6.718482E-2,4.569115E-2,-3.664151E-4
1.321387E1,7.269025E-2,6.717039E-2,4.568374E-2,-3.518707E-4
1.323056E1,7.270420E-2,6.716593E-2,4.569231E-2,-3.455926E-4
1.324724E1,7.271128E-2,6.715920E-2,4.565047E-2,-3.606510E-4
1.326393E1,7.283423E-2,6.696194E-2,4.548382E-2,-4.062627E-4
1.328061E1,7.296675E-2,6.685430E-2,4.527287E-2,-4.078240E-4
1.329730E1,7.292407E-2,6.679851E-2,4.524114E-2,-3.979145E-4
1.331398E1,7.293579E-2,6.683455E-2,4.524515E-2,-3.760563E-4
1.333066E1,7.292953E-2,6.682961E-2,4.524585E-2,-3.679977E-4
1.334735E1,7.290877E-2,6.681505E-2,4.524679E-2,-3.621412E-4
1.336403E1,7.291118E-2,6.682588E-2,4.524893E-2,-3.490511E-4
1.338072E1,7.291009E-2,6.682299E-2,4.523879E-2,-3.449520E-4
1.339740E1,7.301024E-2,6.667916E-2,4.514520E-2,-3.781520E-4
1.341408E1,7.304250E-2,6.663267E-2,4.505058E-2,-3.740126E-4
1.343077E1,7.305355E-2,6.663938E-2,4.505975E-2,-3.571550E-4
1.344745E1,7.306094E-2,6.664650E-2,4.506228E-2,-3.469034E-4
1.346414E1,7.306328E-2,6.664762E-2,4.506492E-2,-3.410850E-4
1.348082E1,7.306422E-2,6.664702E-2,4.506911E-2,-3.441001E-4
1.349751E1,7.307447E-2,6.661669E-2,4.504108E-2,-3.558613E-4
1.351419E1,7.312802E-2,6.665829E-2,4.498478E-2,-3.531770E-4
1.353087E1,7.329806E-2,6.633925E-2,4.458322E-2,-3.995213E-4
1.354756E1,7.329122E-2,6.632384E-2,4.458092E-2,-3.982154E-4
1.356424E1,7.327925E-2,6.631961E-2,4.457913E-2,-3.843826E-4
1.358093E1,7.327128E-2,6.631827E-2,4.458164E-2,-3.759778E-4
1.359761E1,7.325810E-2,6.631163E-2,4.458229E-2,-3.681652E-4
1.361430E1,7.325237E-2,6.631214E-2,4.457160E-2,-3.604096E-4
1.363098E1,7.324764E-2,6.631042E-2,4.455874E-2,-3.396030E-4
1.364766E1,7.325245E-2,6.628963E-2,4.454221E-2,-3.666368E-4
1.366435E1,7.327801E-2,6.630021E-2,4.454989E-2,-3.614415E-4
1.368103E1,7.330987E-2,6.624093E-2,4.447789E-2,-3.882784E-4
1.369772E1,7.339321E-2,6.598051E-2,4.422128E-2,-4.142476E-4
1.371440E1,7.342800E-2,6.596107E-2,4.414811E-2,-4.620813E-4
1.373108E1,7.340860E-2,6.595599E-2,4.413102E-2,-4.775593E-4
1.374777E1,7.341385E-2,6.596503E-2,4.411970E-2,-4.902800E-4
1.376445E1,7.340656E-2,6.596079E-2,4.411538E-2,-5.088374E-4
1.378114E1,7.349548E-2,6.583446E-2,4.402268E-2,-5.090087E-4
1.379782E1,7.364221E-2,6.566462E-2,4.375952E-2,-5.760463E-4
1.381451E1,7.361050E-2,6.562520E-2,4.367121E-2,-6.125400E-4
1.383119E1,7.360792E-2,6.563614E-2,4.364529E-2,-6.308423E-4
1.384787E1,7.359398E-2,6.563117E-2,4.362719E-2,-6.442154E-4
1.386456E1,7.358644E-2,6.563190E-2,4.360028E-2,-6.511492E-4
1.388124E1,7.366764E-2,6.549515E-2,4.352678E-2,-6.865412E-4
1.389793E1,7.368507E-2,6.548367E-2,4.354876E-2,-6.875291E-4
1.391461E1,7.370204E-2,6.548394E-2,4.355155E-2,-6.735361E-4
1.393129E1,7.371163E-2,6.548273E-2,4.354460E-2,-6.678049E-4
1.394798E1,7.372985E-2,6.547645E-2,4.348863E-2,-6.795375E-4
1.396466E1,7.373755E-2,6.545551E-2,4.347217E-2,-6.767901E-4
1.398135E1,7.374414E-2,6.546087E-2,4.346270E-2,-6.781944E-4
1.399803E1,7.374042E-2,6.545631E-2,4.345222E-2,-6.829877E-4
1.401472E1,7.381323E-2,6.540083E-2,4.335553E-2,-6.886112E-4
1.403140E1,7.398626E-2,6.497996E-2,4.297771E-2,-7.744052E-4
1.404808E1,7.403550E-2,6.492409E-2,4.287397E-2,-7.997206E-4
1.406477E1,7.403972E-2,6.493855E-2,4.286755E-2,-8.023679E-4
1.408145E1,7.405662E-2,6.495788E-2,4.286447E-2,-8.122354E-4
1.409814E1,7.405506E-2,6.494853E-2,4.285764E-2,-8.231334E-4
1.411482E1,7.404822E-2,6.493187E-2,4.285159E-2,-8.186053E-4
1.413150E1,7.414979E-2,6.484446E-2,4.269887E-2,-8.442467E-4
1.414819E1,7.420432E-2,6.472273E-2,4.268890E-2,-8.426588E-4
1.416487E1,7.421710E-2,6.470436E-2,4.270091E-2,-8.434190E-4
1.418156E1,7.423035E-2,6.467412E-2,4.263526E-2,-8.483610E-4
1.419824E1,7.438724E-2,6.440825E-2,4.239946E-2,-8.900442E-4
1.421493E1,7.441906E-2,6.437949E-2,4.239214E-2,-8.586830E-4
1.423161E1,7.441586E-2,6.435025E-2,4.233282E-2,-8.597279E-4
1.424829E1,7.441956E-2,6.433436E-2,4.231340E-2,-8.535692E-4
1.426498E1,7.442967E-2,6.431357E-2,4.226362E-2,-8.559520E-4
1.428166E1,7.444859E-2,6.429546E-2,4.217609E-2,-8.573202E-4
1.429835E1,7.442357E-2,6.428411E-2,4.215658E-2,-8.707819E-4
1.431503E1,7.442800E-2,6.429798E-2,4.213782E-2,-8.552802E-4
1.433171E1,7.450177E-2,6.414925E-2,4.203636E-2,-8.428321E-4
1.434840E1,7.463042E-2,6.404225E-2,4.185387E-2,-8.574404E-4
1.436508E1,7.458744E-2,6.393814E-2,4.178834E-2,-8.820165E-4
1.438177E1,7.459173E-2,6.396287E-2,4.176720E-2,-8.603627E-4
1.439845E1,7.461389E-2,6.399078E-2,4.175098E-2,-8.709657E-4
1.441514E1,7.460311E-2,6.399923E-2,4.175312E-2,-8.479819E-4
1.443182E1,7.458568E-2,6.398010E-2,4.174884E-2,-8.557407E-4
1.444850E1,7.456823E-2,6.393356E-2,4.171075E-2,-8.355997E-4
1.446519E1,7.458093E-2,6.391570E-2,4.166490E-2,-8.688085E-4
1.448187E1,7.458612E-2,6.392945E-2,4.157656E-2,-8.548204E-4
1.449856E1,7.467476E-2,6.380034E-2,4.149652E-2,-8.641344E-4
1.451524E1,7.468840E-2,6.379227E-2,4.142143E-2,-8.493931E-4
1.453193E1,7.469509E-2,6.377718E-2,4.143366E-2,-8.528926E-4
1.454861E1,7.469248E-2,6.375262E-2,4.135622E-2,-8.341545E-4
1.456529E1,7.479867E-2,6.372424E-2,4.130090E-2,-8.493543E-4
1.458198E1,7.478891E-2,6.369353E-2,4.128332E-2,-8.619643E-4
1.459866E1,7.477106E-2,6.367250E-2,4.127691E-2,-8.596221E-4
1.461535E1,7.476328E-2,6.366370E-2,4.127229E-2,-8.555614E-4
1.463203E1,7.487058E-2,6.343400E-2,4.101861E-2,-8.658366E-4
1.464871E1,7.500270E-2,6.326757E-2,4.087238E-2,-8.762068E-4
1.466540E1,7.500220E-2,6.326554E-2,4.088969E-2,-8.669932E-4
1.468208E1,7.502061E-2,6.328110E-2,4.089744E-2,-8.616410E-4
1.469877E1,7.501658E-2,6.327817E-2,4.087861E-2,-8.630732E-4
1.471545E1,7.505493E-2,6.331002E-2,4.089715E-2,-8.566082E-4
1.473214E1,7.505063E-2,6.329944E-2,4.090468E-2,-8.553502E-4
1.474882E1,7.505793E-2,6.329929E-2,4.089467E-2,-8.480984E-4
1.476550E1,7.509062E-2,6.326728E-2,4.084421E-2,-8.523793E-4
1.478219E1,7.512800E-2,6.322356E-2,4.074028E-2,-8.532201E-4
1.479887E1,7.519579E-2,6.299277E-2,4.056052E-2,-8.696577E-4
1.481556E1,7.521708E-2,6.296046E-2,4.048283E-2,-8.633880E-4
1.483224E1,7.522749E-2,6.297190E-2,4.046273E-2,-8.547395E-4
1.484892E1,7.522460E-2,6.297365E-2,4.045139E-2,-8.522486E-4
1.486561E1,7.522418E-2,6.297488E-2,4.044388E-2,-8.497586E-4
1.488229E1,7.522932E-2,6.295627E-2,4.041331E-2,-8.616184E-4
1.489898E1,7.524275E-2,6.295901E-2,4.040769E-2,-8.556746E-4
1.491566E1,7.523210E-2,6.294226E-2,4.040988E-2,-8.568355E-4
1.493235E1,7.523584E-2,6.293419E-2,4.032090E-2,-8.577762E-4
1.494903E1,7.534688E-2,6.280218E-2,4.022661E-2,-8.526777E-4
1.496571E1,7.532974E-2,6.275934E-2,4.014984E-2,-8.527635E-4
1.498240E1,7.535614E-2,6.278055E-2,4.016392E-2,-8.802823E-4
1.499908E1,7.537605E-2,6.279292E-2,4.014640E-2,-8.658893E-4
1.501577E1,7.539069E-2,6.282529E-2,4.012417E-2,-8.505860E-4
1.503245E1,7.554787E-2,6.257315E-2,3.986789E-2,-8.676203E-4
1.504913E1,7.556175E-2,6.241845E-2,3.969438E-2,-8.777651E-4
1.506582E1,7.558272E-2,6.245424E-2,3.971980E-2,-8.641431E-4
1.508250E1,7.555913E-2,6.244153E-2,3.970839E-2,-8.664732E-4
1.509919E1,7.563143E-2,6.239026E-2,3.964448E-2,-8.567735E-4
1.511587E1,7.561504E-2,6.234663E-2,3.954405E-2,-8.579592E-4
1.513256E1,7.558910E-2,6.226861E-2,3.946416E-2,-8.605658E-4
1.514924E1,7.568767E-2,6.216382E-2,3.938308E-2,-8.771245E-4
1.516592E1,7.569729E-2,6.215674E-2,3.939228E-2,-8.772125E-4
1.518261E1,7.577929E-2,6.203718E-2,3.923753E-2,-8.708729E-4
1.519929E1,7.587043E-2,6.176171E-2,3.894308E-2,-8.845038E-4
1.521598E1,7.587702E-2,6.177801E-2,3.893817E-2,-8.816959E-4
1.523266E1,7.587761E-2,6.179204E-2,3.892882E-2,-8.730472E-4
1.524935E1,7.587789E-2,6.177901E-2,3.889939E-2,-8.798402E-4
1.526603E1,7.589302E-2,6.178374E-2,3.890258E-2,-8.725308E-4
1.528271E1,7.589203E-2,6.179265E-2,3.890404E-2,-8.680219E-4
1.529940E1,7.591955E-2,6.180682E-2,3.890408E-2,-8.599294E-4
1.531608E1,7.589887E-2,6.178901E-2,3.881664E-2,-8.536564E-4
1.533277E1,7.606178E-2,6.146444E-2,3.847496E-2,-8.604316E-4
1.534945E1,7.606067E-2,6.146892E-2,3.847276E-2,-8.568805E-4
1.536613E1,7.605744E-2,6.147128E-2,3.844237E-2,-8.717545E-4
1.538282E1,7.606248E-2,6.147273E-2,3.844250E-2,-8.666127E-4
1.539950E1,7.606013E-2,6.147364E-2,3.843993E-2,-8.621061E-4
1.541619E1,7.606120E-2,6.147711E-2,3.843375E-2,-8.607549E-4
1.543287E1,7.606303E-2,6.148056E-2,3.840758E-2,-8.591973E-4
1.544956E1,7.605736E-2,6.146794E-2,3.832315E-2,-8.446087E-4
1.546624E1,7.621829E-2,6.123435E-2,3.812819E-2,-8.603869E-4
1.548292E1,7.623312E-2,6.114057E-2,3.802547E-2,-8.651562E-4
1.549961E1,7.623032E-2,6.114244E-2,3.803324E-2,-8.503198E-4
