t,xA,yA,xB,yB
1.551629E1,7.622249E-2,6.114183E-2,3.803681E-2,-8.754272E-4
1.553298E1,7.622348E-2,6.114448E-2,3.805478E-2,-8.570038E-4
1.554966E1,7.622259E-2,6.114426E-2,3.805608E-2,-8.725664E-4
1.556634E1,7.622112E-2,6.114079E-2,3.805916E-2,-8.696803E-4
1.558303E1,7.622779E-2,6.112066E-2,3.803055E-2,-8.606622E-4
1.559971E1,7.622734E-2,6.112856E-2,3.804392E-2,-8.593244E-4
1.561640E1,7.622575E-2,6.113140E-2,3.805289E-2,-8.490159E-4
1.563308E1,7.626477E-2,6.114459E-2,3.805813E-2,-8.503708E-4
1.564977E1,7.624269E-2,6.113181E-2,3.803262E-2,-8.454037E-4
1.566645E1,7.622217E-2,6.111270E-2,3.803479E-2,-8.480151E-4
1.568313E1,7.629000E-2,6.100471E-2,3.787186E-2,-8.560573E-4
1.569982E1,7.643898E-2,6.073739E-2,3.761248E-2,-8.498696E-4
1.571650E1,7.642681E-2,6.070881E-2,3.755904E-2,-8.690239E-4
1.573319E1,7.640598E-2,6.067928E-2,3.757161E-2,-8.598115E-4
1.574987E1,7.640290E-2,6.065428E-2,3.757152E-2,-8.656382E-4
1.576655E1,7.640104E-2,6.065249E-2,3.757585E-2,-8.639640E-4
1.578324E1,7.639407E-2,6.064311E-2,3.757141E-2,-8.617080E-4
1.579992E1,7.645114E-2,6.057996E-2,3.750178E-2,-8.473496E-4
1.581661E1,7.648369E-2,6.047251E-2,3.747252E-2,-8.553556E-4
1.583329E1,7.648043E-2,6.046406E-2,3.738965E-2,-8.600712E-4
1.584998E1,7.662064E-2,6.032332E-2,3.721747E-2,-8.591733E-4
1.586666E1,7.664146E-2,6.029936E-2,3.716981E-2,-8.517823E-4
1.588334E1,7.664392E-2,6.030271E-2,3.715055E-2,-8.425327E-4
1.590003E1,7.665596E-2,6.030429E-2,3.712689E-2,-8.553693E-4
1.591671E1,7.665350E-2,6.030390E-2,3.711190E-2,-8.551176E-4
1.593340E1,7.665755E-2,6.030443E-2,3.710334E-2,-8.523207E-4
1.595008E1,7.678463E-2,6.021044E-2,3.695837E-2,-8.554542E-4
1.596677E1,7.680150E-2,6.012353E-2,3.687193E-2,-8.629318E-4
1.598345E1,7.679428E-2,6.013088E-2,3.687987E-2,-8.617726E-4
1.600013E1,7.679889E-2,6.014074E-2,3.687563E-2,-8.544668E-4
1.601682E1,7.679993E-2,6.013402E-2,3.688570E-2,-8.584812E-4
1.603350E1,7.680879E-2,6.013036E-2,3.689025E-2,-8.560009E-4
1.605019E1,7.683507E-2,6.009085E-2,3.680603E-2,-8.612864E-4
1.606687E1,7.682783E-2,6.010106E-2,3.679208E-2,-8.523795E-4
1.608355E1,7.680585E-2,5.974244E-2,3.667374E-2,-8.529752E-4
1.610024E1,7.683671E-2,5.966865E-2,3.649948E-2,-8.494492E-4
1.611692E1,7.689572E-2,5.958896E-2,3.640156E-2,-8.650515E-4
1.613361E1,7.713759E-2,5.940032E-2,3.611757E-2,-8.486525E-4
1.615029E1,7.701323E-2,5.911107E-2,3.600597E-2,-8.250190E-4
1.616698E1,7.703133E-2,5.910866E-2,3.598448E-2,-8.359586E-4
1.618366E1,7.702790E-2,5.910789E-2,3.596540E-2,-8.394682E-4
1.620034E1,7.702845E-2,5.911522E-2,3.597021E-2,-8.287748E-4
1.621703E1,7.702191E-2,5.911445E-2,3.594744E-2,-8.380996E-4
1.623371E1,7.702205E-2,5.911680E-2,3.593865E-2,-8.407785E-4
1.625040E1,7.706379E-2,5.908310E-2,3.582844E-2,-8.272356E-4
1.626708E1,7.710762E-2,5.905682E-2,3.575957E-2,-8.435399E-4
1.628376E1,7.715737E-2,5.904466E-2,3.571327E-2,-8.613878E-4
1.630045E1,7.725426E-2,5.897438E-2,3.557397E-2,-8.526962E-4
1.631713E1,7.723301E-2,5.896271E-2,3.557305E-2,-8.524391E-4
1.633382E1,7.722633E-2,5.895464E-2,3.557962E-2,-8.528923E-4
1.635050E1,7.722356E-2,5.896796E-2,3.559209E-2,-8.283623E-4
1.636719E1,7.720818E-2,5.896869E-2,3.559325E-2,-8.337927E-4
1.638387E1,7.734947E-2,5.890321E-2,3.545053E-2,-8.209319E-4
1.640055E1,7.746961E-2,5.880337E-2,3.519499E-2,-8.323392E-4
1.641724E1,7.748562E-2,5.880275E-2,3.521555E-2,-8.345617E-4
1.643392E1,7.748354E-2,5.880407E-2,3.522460E-2,-8.429468E-4
1.645061E1,7.748813E-2,5.880464E-2,3.523638E-2,-8.448107E-4
1.646729E1,7.746913E-2,5.874763E-2,3.516257E-2,-8.321795E-4
1.648397E1,7.755811E-2,5.865019E-2,3.497429E-2,-8.318460E-4
1.650066E1,7.752648E-2,5.861829E-2,3.492637E-2,-8.390905E-4
1.651734E1,7.752164E-2,5.862201E-2,3.492451E-2,-8.478708E-4
1.653403E1,7.751397E-2,5.862739E-2,3.491764E-2,-8.530371E-4
1.655071E1,7.750088E-2,5.862187E-2,3.491847E-2,-8.538504E-4
1.656740E1,7.750920E-2,5.860306E-2,3.489886E-2,-8.532692E-4
1.658408E1,7.756966E-2,5.841019E-2,3.467195E-2,-8.316209E-4
1.660076E1,7.766797E-2,5.830171E-2,3.450252E-2,-8.359803E-4
1.661745E1,7.766669E-2,5.829915E-2,3.448264E-2,-8.437078E-4
1.663413E1,7.765795E-2,5.829548E-2,3.446420E-2,-8.422982E-4
1.665082E1,7.776582E-2,5.814802E-2,3.429929E-2,-8.175795E-4
1.666750E1,7.785536E-2,5.800462E-2,3.418150E-2,-8.175296E-4
1.668419E1,7.784652E-2,5.799482E-2,3.413475E-2,-8.469984E-4
1.670087E1,7.783807E-2,5.799513E-2,3.410307E-2,-8.459274E-4
1.671755E1,7.783786E-2,5.799496E-2,3.411714E-2,-8.194985E-4
1.673424E1,7.783093E-2,5.798507E-2,3.411578E-2,-8.342805E-4
1.675092E1,7.782836E-2,5.798088E-2,3.412610E-2,-8.340200E-4
1.676761E1,7.784426E-2,5.792022E-2,3.402970E-2,-8.539764E-4
1.678429E1,7.790976E-2,5.779102E-2,3.389250E-2,-8.364752E-4
1.680097E1,7.794642E-2,5.774782E-2,3.387005E-2,-8.507286E-4
1.681766E1,7.795682E-2,5.776397E-2,3.387875E-2,-8.533818E-4
1.683434E1,7.796203E-2,5.776653E-2,3.389298E-2,-8.497627E-4
1.685103E1,7.796799E-2,5.777302E-2,3.390228E-2,-8.483274E-4
1.686771E1,7.797190E-2,5.777841E-2,3.391406E-2,-8.472349E-4
1.688440E1,7.798625E-2,5.778779E-2,3.393656E-2,-8.232042E-4
1.690108E1,7.799439E-2,5.778727E-2,3.393365E-2,-8.373990E-4
1.691776E1,7.799108E-2,5.778841E-2,3.393162E-2,-8.424001E-4
1.693445E1,7.799148E-2,5.779331E-2,3.393183E-2,-8.444237E-4
1.695113E1,7.805807E-2,5.763216E-2,3.369661E-2,-8.486344E-4
1.696782E1,7.811657E-2,5.742931E-2,3.347937E-2,-8.256912E-4
1.698450E1,7.812122E-2,5.741525E-2,3.347822E-2,-8.325219E-4
1.700118E1,7.812992E-2,5.740192E-2,3.340771E-2,-8.187594E-4
1.701787E1,7.838795E-2,5.702585E-2,3.293952E-2,-8.085998E-4
1.703455E1,7.833958E-2,5.692049E-2,3.287394E-2,-8.173186E-4
1.705124E1,7.840995E-2,5.680407E-2,3.288890E-2,-8.257412E-4
1.706792E1,7.845924E-2,5.683394E-2,3.289797E-2,-8.283000E-4
1.708461E1,7.847836E-2,5.682561E-2,3.289973E-2,-8.302779E-4
1.710129E1,7.852310E-2,5.666038E-2,3.268130E-2,-7.832079E-4
1.711797E1,7.849836E-2,5.659439E-2,3.257479E-2,-8.176772E-4
1.713466E1,7.852181E-2,5.662186E-2,3.256807E-2,-8.181754E-4
1.715134E1,7.850794E-2,5.661895E-2,3.251463E-2,-7.987118E-4
1.716803E1,7.859276E-2,5.643632E-2,3.242312E-2,-8.293207E-4
1.718471E1,7.859037E-2,5.639970E-2,3.235947E-2,-8.405290E-4
1.720139E1,7.861099E-2,5.641646E-2,3.238538E-2,-8.263979E-4
1.721808E1,7.862484E-2,5.642920E-2,3.238159E-2,-8.366108E-4
1.723476E1,7.862786E-2,5.642398E-2,3.239138E-2,-8.281294E-4
1.725145E1,7.874207E-2,5.626018E-2,3.223252E-2,-8.269985E-4
1.726813E1,7.881654E-2,5.614998E-2,3.212827E-2,-8.143335E-4
1.728482E1,7.891044E-2,5.595257E-2,3.196031E-2,-7.681434E-4
1.730150E1,7.900668E-2,5.583648E-2,3.176947E-2,-7.587567E-4
1.731818E1,7.899420E-2,5.582191E-2,3.174102E-2,-8.044765E-4
1.733487E1,7.896426E-2,5.574472E-2,3.166845E-2,-7.811809E-4
1.735155E1,7.904980E-2,5.567526E-2,3.156780E-2,-8.093323E-4
1.736824E1,7.904350E-2,5.566896E-2,3.156450E-2,-8.096752E-4
1.738492E1,7.903550E-2,5.564727E-2,3.154897E-2,-8.124224E-4
1.740161E1,7.900382E-2,5.560769E-2,3.153681E-2,-8.076514E-4
1.741829E1,7.898550E-2,5.558187E-2,3.145648E-2,-8.008389E-4
1.743497E1,7.896032E-2,5.557278E-2,3.144792E-2,-8.106169E-4
1.745166E1,7.897450E-2,5.559066E-2,3.142644E-2,-8.285301E-4
1.746834E1,7.897576E-2,5.559864E-2,3.141567E-2,-8.237693E-4
1.748503E1,7.906696E-2,5.543237E-2,3.131525E-2,-7.867549E-4
1.750171E1,7.915338E-2,5.533860E-2,3.126929E-2,-7.710902E-4
1.751839E1,7.914859E-2,5.532040E-2,3.118949E-2,-7.704833E-4
1.753508E1,7.914832E-2,5.530989E-2,3.116370E-2,-7.846890E-4
1.755176E1,7.929483E-2,5.500740E-2,3.087351E-2,-8.062925E-4
1.756845E1,7.926504E-2,5.490682E-2,3.077609E-2,-7.713010E-4
1.758513E1,7.927314E-2,5.491380E-2,3.078571E-2,-7.694510E-4
1.760182E1,7.928584E-2,5.492012E-2,3.073305E-2,-7.997476E-4
1.761850E1,7.929581E-2,5.492611E-2,3.073780E-2,-8.037164E-4
1.763518E1,7.944069E-2,5.465226E-2,3.050706E-2,-7.470335E-4
1.765187E1,7.952231E-2,5.455097E-2,3.040154E-2,-7.934635E-4
1.766855E1,7.951255E-2,5.452452E-2,3.038653E-2,-8.193269E-4
1.768524E1,7.950435E-2,5.451013E-2,3.042113E-2,-7.976732E-4
1.770192E1,7.950603E-2,5.450324E-2,3.040569E-2,-8.081100E-4
1.771860E1,7.950514E-2,5.449821E-2,3.033590E-2,-7.868599E-4
1.773529E1,7.948428E-2,5.446083E-2,3.032770E-2,-7.806058E-4
1.775197E1,7.948227E-2,5.445619E-2,3.031335E-2,-7.912756E-4
1.776866E1,7.948308E-2,5.445803E-2,3.029812E-2,-7.970786E-4
1.778534E1,7.947951E-2,5.445779E-2,3.028096E-2,-8.096027E-4
1.780203E1,7.948025E-2,5.446284E-2,3.027557E-2,-8.113815E-4
1.781871E1,7.947964E-2,5.446086E-2,3.027400E-2,-8.096169E-4
1.783539E1,7.947879E-2,5.446151E-2,3.027147E-2,-8.103835E-4
1.785208E1,7.948367E-2,5.446604E-2,3.026861E-2,-8.096089E-4
1.786876E1,7.947751E-2,5.445710E-2,3.026790E-2,-8.104037E-4
1.788545E1,7.947098E-2,5.445573E-2,3.027587E-2,-8.021083E-4
1.790213E1,7.947458E-2,5.445857E-2,3.027713E-2,-8.067401E-4
1.791881E1,7.947550E-2,5.446012E-2,3.026704E-2,-8.156551E-4
1.793550E1,7.947887E-2,5.446241E-2,3.026673E-2,-8.103794E-4
1.795218E1,7.947970E-2,5.446588E-2,3.027122E-2,-8.071948E-4
1.796887E1,7.948479E-2,5.447278E-2,3.027216E-2,-8.028493E-4
1.798555E1,7.947944E-2,5.446756E-2,3.026560E-2,-8.108479E-4
1.800224E1,7.948099E-2,5.446690E-2,3.025639E-2,-8.192105E-4
1.801892E1,7.948229E-2,5.446894E-2,3.026527E-2,-8.098687E-4
1.803560E1,7.948224E-2,5.446897E-2,3.028215E-2,-7.878700E-4
1.805229E1,7.948141E-2,5.447005E-2,3.027163E-2,-8.056329E-4
1.806897E1,7.948802E-2,5.447766E-2,3.027509E-2,-8.065464E-4
1.808566E1,7.948748E-2,5.447606E-2,3.027494E-2,-8.075829E-4
1.810234E1,7.947665E-2,5.445147E-2,3.027306E-2,-8.294186E-4
1.811902E1,7.949092E-2,5.447917E-2,3.028355E-2,-8.094748E-4
1.813571E1,7.949359E-2,5.448004E-2,3.028386E-2,-8.096284E-4
1.815239E1,7.949277E-2,5.447937E-2,3.028151E-2,-8.090518E-4
1.816908E1,7.948622E-2,5.446986E-2,3.027233E-2,-8.155751E-4
1.818576E1,7.948367E-2,5.446857E-2,3.027082E-2,-8.144732E-4
1.820245E1,7.948305E-2,5.446827E-2,3.027099E-2,-8.148309E-4
1.821913E1,7.948254E-2,5.446807E-2,3.027048E-2,-8.150660E-4
1.823581E1,7.948769E-2,5.447307E-2,3.026892E-2,-8.147523E-4
1.825250E1,7.948656E-2,5.447178E-2,3.026979E-2,-8.146209E-4
1.826918E1,7.947806E-2,5.446735E-2,3.027734E-2,-8.045545E-4
1.828587E1,7.947716E-2,5.446565E-2,3.028334E-2,-7.942893E-4
1.830255E1,7.947119E-2,5.446624E-2,3.026006E-2,-8.120636E-4
1.831924E1,7.947300E-2,5.446672E-2,3.026335E-2,-8.120800E-4
1.833592E1,7.947328E-2,5.446270E-2,3.025717E-2,-8.227747E-4
1.835260E1,7.947113E-2,5.446093E-2,3.026364E-2,-8.165555E-4
1.836929E1,7.947294E-2,5.446226E-2,3.026365E-2,-8.163725E-4
1.838597E1,7.947467E-2,5.446292E-2,3.026496E-2,-8.157106E-4
1.840266E1,7.946962E-2,5.445517E-2,3.026571E-2,-8.155121E-4
1.841934E1,7.948755E-2,5.448031E-2,3.026207E-2,-8.203198E-4
1.843602E1,7.949302E-2,5.448432E-2,3.027246E-2,-8.054490E-4
1.845271E1,7.948967E-2,5.448061E-2,3.027300E-2,-8.069753E-4
1.846939E1,7.948629E-2,5.447460E-2,3.027220E-2,-8.080291E-4
1.848608E1,7.948726E-2,5.447444E-2,3.027215E-2,-8.071044E-4
1.850276E1,7.947823E-2,5.446651E-2,3.027281E-2,-8.034296E-4
1.851945E1,7.947894E-2,5.446721E-2,3.027039E-2,-8.076410E-4
1.853613E1,7.947968E-2,5.446691E-2,3.027376E-2,-8.114918E-4
1.855281E1,7.948465E-2,5.447189E-2,3.027405E-2,-8.110292E-4
1.856950E1,7.946836E-2,5.445864E-2,3.027103E-2,-8.134188E-4
1.858618E1,7.947139E-2,5.446084E-2,3.026819E-2,-8.126254E-4
1.860287E1,7.946153E-2,5.445284E-2,3.025828E-2,-8.133579E-4
1.861955E1,7.946219E-2,5.445331E-2,3.025930E-2,-8.142134E-4
1.863623E1,7.946917E-2,5.445931E-2,3.025868E-2,-8.173130E-4
1.865292E1,7.943642E-2,5.440848E-2,3.026166E-2,-8.200151E-4
1.866960E1,7.944751E-2,5.443078E-2,3.026220E-2,-8.198171E-4
1.868629E1,7.945839E-2,5.444583E-2,3.023607E-2,-8.488749E-4
1.870297E1,7.950393E-2,5.448840E-2,3.025644E-2,-8.200226E-4
1.871966E1,7.949393E-2,5.448131E-2,3.025962E-2,-8.184689E-4
1.873634E1,7.949433E-2,5.449135E-2,3.025434E-2,-8.125675E-4
1.875302E1,7.948707E-2,5.447835E-2,3.025912E-2,-8.111012E-4
1.876971E1,7.948312E-2,5.447359E-2,3.026157E-2,-8.114609E-4
1.878639E1,7.948162E-2,5.446989E-2,3.026613E-2,-8.089292E-4
1.880308E1,7.947266E-2,5.446423E-2,3.026864E-2,-8.085895E-4
1.881976E1,7.944045E-2,5.442237E-2,3.027019E-2,-8.094997E-4
1.883644E1,7.945854E-2,5.444488E-2,3.026463E-2,-8.129648E-4
1.885313E1,7.946332E-2,5.445356E-2,3.026181E-2,-8.155961E-4
1.886981E1,7.946541E-2,5.445264E-2,3.024798E-2,-8.236452E-4
1.888650E1,7.952283E-2,5.438397E-2,3.015982E-2,-7.948289E-4
1.890318E1,7.952397E-2,5.435917E-2,3.013761E-2,-8.075044E-4
1.891987E1,7.951354E-2,5.434628E-2,3.012607E-2,-8.108493E-4
1.893655E1,7.949530E-2,5.433006E-2,3.010194E-2,-8.213366E-4
1.895323E1,7.949174E-2,5.432360E-2,3.011173E-2,-8.046169E-4
1.896992E1,7.949025E-2,5.432004E-2,3.010714E-2,-8.061998E-4
1.898660E1,7.948903E-2,5.431665E-2,3.010699E-2,-8.107606E-4
1.900329E1,7.949493E-2,5.432350E-2,3.010658E-2,-8.132764E-4
1.901997E1,7.948258E-2,5.430741E-2,3.011591E-2,-8.055817E-4
1.903666E1,7.948241E-2,5.430702E-2,3.011130E-2,-8.113180E-4
1.905334E1,7.948687E-2,5.431168E-2,3.010874E-2,-8.141814E-4
1.907002E1,7.948229E-2,5.430726E-2,3.010546E-2,-8.201577E-4
1.908671E1,7.946693E-2,5.429670E-2,3.010210E-2,-8.206546E-4
1.910339E1,7.947803E-2,5.429992E-2,3.009880E-2,-8.127078E-4
1.912008E1,7.947711E-2,5.430050E-2,3.010163E-2,-8.127609E-4
1.913676E1,7.950950E-2,5.434626E-2,3.010277E-2,-8.115701E-4
1.915344E1,7.946958E-2,5.429991E-2,3.010227E-2,-8.120723E-4
1.917013E1,7.947571E-2,5.430578E-2,3.010139E-2,-8.139473E-4
1.918681E1,7.947793E-2,5.430865E-2,3.010182E-2,-8.138966E-4
1.920350E1,7.947858E-2,5.430875E-2,3.010551E-2,-7.983774E-4
1.922018E1,7.948044E-2,5.430999E-2,3.010829E-2,-8.079854E-4
1.923687E1,7.948559E-2,5.431331E-2,3.010444E-2,-8.082794E-4
1.925355E1,7.949001E-2,5.432004E-2,3.010510E-2,-8.089676E-4
1.927023E1,7.950103E-2,5.432277E-2,3.010074E-2,-8.105160E-4
1.928692E1,7.948940E-2,5.431312E-2,3.010433E-2,-8.116109E-4
1.930360E1,7.947792E-2,5.429852E-2,3.011313E-2,-8.064392E-4
1.932029E1,7.949401E-2,5.432952E-2,3.011575E-2,-8.053944E-4
1.933697E1,7.949426E-2,5.432826E-2,3.011417E-2,-8.041486E-4
1.935365E1,7.948981E-2,5.432230E-2,3.011501E-2,-7.908098E-4
1.937034E1,7.947773E-2,5.430377E-2,3.011492E-2,-7.948677E-4
1.938702E1,7.949739E-2,5.432995E-2,3.012119E-2,-7.904043E-4
1.940371E1,7.947737E-2,5.430471E-2,3.004988E-2,-8.368368E-4
1.942039E1,7.947679E-2,5.430776E-2,3.011884E-2,-8.081898E-4
1.943708E1,7.947705E-2,5.430553E-2,3.010683E-2,-8.042344E-4
1.945376E1,7.947799E-2,5.430481E-2,3.010623E-2,-8.069136E-4
1.947044E1,7.947595E-2,5.430543E-2,3.010237E-2,-8.085345E-4
1.948713E1,7.947726E-2,5.430625E-2,3.009049E-2,-8.248216E-4
1.950381E1,7.947160E-2,5.429208E-2,3.010871E-2,-8.087821E-4
1.952050E1,7.947446E-2,5.429854E-2,3.009309E-2,-8.226424E-4
1.953718E1,7.947594E-2,5.430084E-2,3.010408E-2,-8.114933E-4
1.955386E1,7.948331E-2,5.431138E-2,3.010176E-2,-8.122514E-4
1.957055E1,7.948301E-2,5.431291E-2,3.008963E-2,-8.142297E-4
1.958723E1,7.948283E-2,5.431221E-2,3.010532E-2,-8.085066E-4
1.960392E1,7.948273E-2,5.431196E-2,3.010507E-2,-8.084573E-4
1.962060E1,7.947941E-2,5.430824E-2,3.010131E-2,-8.105219E-4
1.963729E1,7.947076E-2,5.429409E-2,3.009280E-2,-8.209077E-4
1.965397E1,7.949382E-2,5.431417E-2,3.010995E-2,-8.013027E-4
1.967065E1,7.949275E-2,5.431441E-2,3.011534E-2,-7.989445E-4
1.968734E1,7.950049E-2,5.432354E-2,3.011694E-2,-7.944512E-4
1.970402E1,7.948293E-2,5.431102E-2,3.012353E-2,-8.039994E-4
1.972071E1,7.948801E-2,5.431750E-2,3.011772E-2,-8.063682E-4
1.973739E1,7.948337E-2,5.430788E-2,3.011422E-2,-8.066810E-4
